Case #,Event Number,Priority,Call for Service,Labels,Event Origin,Queue,Event Status,Dispatch Area,District,Zone,Narrative Keywords,Primary Units,Involved Units,Total Units,Parent Event Number,Is Active,Is Forced Address,Disposition Code,Disposition Description,Received Date,Cleared Date,Address,Longitude,Latitude
,200318138,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227363
Rounds: 22
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 96.7669 meters",,,0,,No,No,NPA,NO POLICE ACTION,3/18/2020 13:44,3/18/2020 13:46,"2217 MACDONALD AVE, RICHMOND, CA, 94801",-122.348022,37.935977
,200318140,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227365
Rounds: 7
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 96.8965 meters",2A6,2A6,1,,No,No,R23,UNABLE TO LOCATE,3/18/2020 13:53,3/18/2020 14:09,"2217 MACDONALD AVE, RICHMOND, CA, 94801",-122.348022,37.935977
,200318145,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227367
Rounds: 13
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 94.562 meters",,,0,,No,No,R12,SERVICE RENDERED NO CRIME,3/18/2020 14:07,3/18/2020 14:21,"2217 MACDONALD AVE, RICHMOND, CA, 94801",-122.348022,37.935977
,200318146,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227368
Rounds: 12
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 93.5142 meters",,,0,,No,No,R12,SERVICE RENDERED NO CRIME,3/18/2020 14:07,3/18/2020 14:21,"2217 MACDONALD AVE, RICHMOND, CA, 94801",-122.348022,37.935977
,200319202,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 227425
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 670.678 meters",3K3,"3K3, 3L2",2,,No,No,R23,UNABLE TO LOCATE,3/19/2020 18:32,3/19/2020 18:44,"933 S 47TH ST, RICHMOND, CA, 94804",-122.32716,37.91931
,200319315,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227432
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 294.435 meters",1L4,"1K5, 1L4, 1L8, 3L5, 3L6",5,,No,No,R23,UNABLE TO LOCATE,3/19/2020 23:44,3/20/2020 0:38,"997 23RD ST, RICHMOND, CA, 94804",-122.347794,37.947241
,200319316,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227433
Rounds: 8
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 707.522 meters",,,0,200319315,No,No,,,3/19/2020 23:44,,"910 23RD ST, RICHMOND, CA, 94804",-122.347019,37.94538
,200320249,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227481
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 203.662 meters",1L16,"1L16, 1L2, 1L7",3,,No,No,R23,UNABLE TO LOCATE,3/20/2020 18:56,3/20/2020 19:06,"336 19TH ST, RICHMOND, CA, 94801",-122.351281,37.936445
,200320337,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 227485
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 291.063 meters",1L8,1L8,1,200320338,No,No,,,3/20/2020 21:56,,"542 S 29TH ST, RICHMOND, CA, 94804",-122.34133,37.924366
,200320382,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,Outside City Limits,RICHMOND,9,PER SPPD - 1 ROUND AT 2316HRS - SHOWING ACROSS THE STREET AT THE CHURCH ,1K9,1K9,1,,No,No,R23,UNABLE TO LOCATE,3/20/2020 23:20,3/21/2020 2:16,"3400 HILLCREST RD, RICHMOND, CA, 94803",-122.318325,37.960238
,200321028,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 227490
Rounds: 1
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 187.081 meters",W114,W114,1,,No,No,R23,UNABLE TO LOCATE,3/21/2020 2:02,3/21/2020 2:12,"2409 MACDONALD AVE, RICHMOND, CA, 94804",-122.345979,37.935685
,200321300,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 227549
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 635.911 meters",,,0,200321301,No,No,,,3/21/2020 22:05,,"831 S 43RD ST, RICHMOND, CA, 94804",-122.329928,37.920673
2020-2003096,200321301,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 227547
Rounds: 24
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 173.8 meters",1L12,"1L1, 1L12, 1L13, 1L2, 1L3, 1L4, 1L6, 1L7, 1L8, 1L9, S55, S65, W114",13,,No,No,RTF,REPORT TO FOLLOW,3/21/2020 22:05,3/21/2020 23:32,"4951 HARTNETT AVE, RICHMOND, CA, 94804",-122.323749,37.916432
,200321307,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,73,"Shotspotter ID: 227551
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 207.104 meters",,,0,,No,No,NPA,NO POLICE ACTION,3/21/2020 22:21,3/21/2020 22:23,"1817 PINE AVE, SAN PABLO, CA, 94806",-122.351513,37.955201
,200321327,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 227555
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 49.7375 meters",1L6,"1L1, 1L4, 1L6, 1L7, S55",5,,No,No,R23,UNABLE TO LOCATE,3/21/2020 23:21,3/21/2020 23:30,"913 24TH ST, RICHMOND, CA, 94804",-122.34568,37.945485
,200322001,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 227561
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 204.967 meters",1L4,"1L12, 1L4",2,,No,No,R23,UNABLE TO LOCATE,3/22/2020 0:05,3/22/2020 0:27,"2616 MARICOPA AVE, RICHMOND, CA, 94804",-122.342702,37.950402
2020-2003100,200322028,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 227566
Rounds: 16
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 57.8067 meters",1L12,"1K5, 1L1, 1L12, 1L3, 1L4, W114",6,,No,No,RTF,REPORT TO FOLLOW,3/22/2020 1:25,3/22/2020 2:55,"1900 POTRERO AVE, RICHMOND, CA, 94804",-122.35138,37.92377
,200322382,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 227593
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 280.864 meters",1L1,"1L1, 1L3",2,,No,No,R23,UNABLE TO LOCATE,3/22/2020 22:14,3/22/2020 22:33,"2525 MAINE AVE, RICHMOND, CA, 94804",-122.345005,37.92818
,200322393,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,1,"Shotspotter ID: 227595
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 356.995 meters",1L1,"1L1, 1L3",2,,No,No,R23,UNABLE TO LOCATE,3/22/2020 22:48,3/22/2020 22:57,"633 MAINE AVE, RICHMOND, CA, 94804",-122.363156,37.928217
2020-2003179,200325328,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 227733
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD",1L5,"1K6, 1L4, 1L5, 3L3",4,,No,No,RTF,REPORT TO FOLLOW,3/25/2020 23:57,3/26/2020 0:38,"1365 KELSEY ST, RICHMOND, CA, 94801",-122.36444,37.953198
,200327078,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 227794
Rounds: 1
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 138.335 meters",1L7,"1L17, 1L7",2,,No,No,R23,UNABLE TO LOCATE,3/27/2020 4:56,3/27/2020 5:17,"333 32ND ST, RICHMOND, CA, 94804",-122.338757,37.935227
,200327087,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 227795
Rounds: 2
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 136.428 meters",1L4,"1L4, 1L5",2,,No,No,R23,UNABLE TO LOCATE,3/27/2020 5:18,3/27/2020 5:35,"1727 HELLINGS AVE, RICHMOND, CA, 94801",-122.353151,37.948308
,200327243,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 227806
Rounds: 4
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 245.971 meters",2L4,"2L4, 2L6",2,,No,No,R23,UNABLE TO LOCATE,3/27/2020 17:51,3/27/2020 18:03,"720 ACACIA AVE, RICHMOND, CA, 94801",-122.362326,37.941634
,200327389,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,73,"Shotspotter ID: 227814
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 258.642 meters",,,0,,No,No,R06,OCCURRED O/S JURISDICTION,3/27/2020 21:44,3/27/2020 21:45,"2045 ALFREDA BLVD, SAN PABLO, CA, 94806",-122.349565,37.952827
,200327417,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 227815
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 212.812 meters",1L8,"1L8, 1L9",2,,No,No,R23,UNABLE TO LOCATE,3/27/2020 22:44,3/27/2020 22:57,"2430 ABERDEEN WAY, RICHMOND, CA, 94806",-122.340466,37.974808
,200328027,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 227822
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 182.296 meters",1L6,"1L6, S55",2,,No,No,R23,UNABLE TO LOCATE,3/28/2020 2:44,3/28/2020 2:52,"605 S 16TH ST, RICHMOND, CA, 94804",-122.35394,37.923728
,200328177,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 227836
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 264.68 meters",2K16,2K16,1,,No,No,R23,UNABLE TO LOCATE,3/28/2020 16:59,3/28/2020 17:04,"427 RIPLEY AVE, RICHMOND, CA, 94801",-122.365015,37.940539
2020-2003242,200328198,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 227837
Rounds: 9
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 234.611 meters",2L5,"2L4, 2L5, 2L6",3,,No,No,RTF,REPORT TO FOLLOW,3/28/2020 18:10,3/28/2020 18:42,"685 8TH ST, RICHMOND, CA, 94801",-122.361987,37.942122
,200328261,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,1,"Shotspotter ID: 227840
Rounds: 3
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 343.113 meters",1L1,"1L1, 1L2",2,,No,No,R06,OCCURRED O/S JURISDICTION,3/28/2020 20:11,3/28/2020 20:13,"1301 S 46TH ST, RICHMOND, CA, 94804",-122.334081,37.913293
2020-2003251,200329019,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,,2,"Shotspotter ID: 227855
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD",1L1,"1K5, 1L1, 1L2, 1L6, S65",5,,No,No,RTF,REPORT TO FOLLOW,3/29/2020 1:23,3/29/2020 2:04,"MARINA WAY S & MAINE AVE, MARINA WAY S & MAINE AVE (MARINA WAY S & MAINE), RICHMOND, CA, 94804",-122.355874,37.927995
,200329027,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 227856
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 261.191 meters",1K5,"1K5, 1L4",2,,No,No,R23,UNABLE TO LOCATE,3/29/2020 2:10,3/29/2020 2:44,"1466 CHERRY ST, RICHMOND, CA, 94801",-122.362094,37.954625
,200329030,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,Outside City Limits,RICHMOND,8,SPPD GOT A 1075 IN OUR AREA - 1 ROUND - RED DOT ON THE STREET RIGHT BEFORE ABERDEEN ,1L8,1L8,1,,No,No,R23,UNABLE TO LOCATE,3/29/2020 2:32,3/29/2020 2:43,"2300 LANCASTER DR, RICHMOND, CA, 94806",-122.341672,37.973123
2020-2003256,200329057,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 227860
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 131.122 meters",2L6,"2L13, 2L4, 2L5, 2L6, E24, S64",6,,No,No,RTF,REPORT TO FOLLOW,3/29/2020 8:36,3/29/2020 9:55,"322 MACDONALD AVE, RICHMOND, CA, 94801",-122.366255,37.935537
,200329178,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,Outside City Limits,,OCL,^5KQF181^ BLUE MAZDA PR SAW TWO MALES. DRIVER WAS WM 30S  NO DISRIPTION .5MIN AGO ,,,0,,No,No,NPA,NO POLICE ACTION,3/29/2020 16:55,3/29/2020 17:01,"1900 STENMARK DR, RICHMOND, CA, 94801",-122.419365,37.962387
2020-2003284,200330122,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 227907
Rounds: 10
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 399.061 meters",2L6,"2K5, 2L1, 2L2, 2L4, 2L6, 2L7, S51",7,,No,No,RTF,REPORT TO FOLLOW,3/30/2020 11:38,3/30/2020 12:38,"1906 CHANSLOR AVE, RICHMOND, CA, 94801",-122.351203,37.932297
,200330123,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 227909
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 303.319 meters",,,0,200330122,No,No,,,3/30/2020 11:38,,"40 18TH ST, RICHMOND, CA, 94801",-122.352531,37.932261
,200330124,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 227908
Rounds: 7
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 268.309 meters",,,0,200330122,No,No,,,3/30/2020 11:39,,"1811 CHANSLOR AVE, RICHMOND, CA, 94801",-122.352044,37.932671
,200330301,P2,1075 - SHOTS FIRED (JUST OCCURED),,Phone,Dispatch Queue,Cleared,RPD,RICHMOND,8,"ALL INFO SECOND HAND FROM SPPD, THEIR SYSTEM SHOWING JUST WEST OF TENNIS COURTS AND DEL CAMINO AREA, 1 SHOT , NOTHING ON OUR SYSTEM, NO PHONE CALLS",3L8,"1L8, 3L8",2,,No,No,R23,UNABLE TO LOCATE,3/30/2020 22:26,3/30/2020 22:47,"2300 LANCASTER DR, RICHMOND, CA, 94806",-122.341672,37.973123
,200401047,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,7,"Shotspotter ID: 227986
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 51.2976 meters",1L4,1L4,1,,No,No,R23,UNABLE TO LOCATE,4/1/2020 6:33,4/1/2020 6:45,"2851 SALESIAN AVE, RICHMOND, CA, 94804",-122.342188,37.951821
,200402191,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,73,"Shotspotter ID: 228133
Rounds: 9
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 274.235 meters",,,0,,No,No,NPA,NO POLICE ACTION,4/2/2020 18:03,4/2/2020 18:06,"1424 PINE AVE, SAN PABLO, CA, 94806",-122.355232,37.954801
,200402193,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,Outside City Limits,SAN_PABLO,73,"Shotspotter ID: 228132
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 313.269 meters",,,0,,No,No,NPA,NO POLICE ACTION,4/2/2020 18:03,4/2/2020 18:06,"1404 EMERIC AVE, SAN PABLO, CA, 94806",-122.35563,37.95401
2020-2003383,200402202,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,3,"Shotspotter ID: 228134
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 138.445 meters",3L3,"3K3, 3L1, 3L17, 3L2, 3L3, 3L4, 3L5, 3L6, 3L7, K26, S62, W114",12,,No,No,RTF,REPORT TO FOLLOW,4/2/2020 18:20,4/3/2020 2:17,"505 S 49TH ST, RICHMOND, CA, 94804",-122.323817,37.92515
,200404195,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 228278
Rounds: 9
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 444.874 meters",2L4,"2K5, 2L13, 2L16, 2L4, 2L6, 2L9, E24, S54",8,,No,No,R22,SECURITY CHECK,4/4/2020 17:13,4/4/2020 17:22,"967 8TH ST, RICHMOND, CA, 94801",-122.362094,37.947381
,200404277,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,8,"Shotspotter ID: 228307
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 284.622 meters",1L8,1L8,1,,No,No,R23,UNABLE TO LOCATE,4/4/2020 23:11,4/4/2020 23:28,"2375 ABERDEEN WAY, RICHMOND, CA, 94806",-122.342193,37.974537
,200405019,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 228312
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 176.882 meters",1L2,"1L1, 1L2",2,,No,No,R23,UNABLE TO LOCATE,4/5/2020 2:07,4/5/2020 2:24,"2027 FLORIDA AVE, RICHMOND, CA, 94804",-122.349609,37.929628
,200405040,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 228315
Rounds: 3
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 314.878 meters",1L4,"1K5, 1L4",2,,No,No,R23,UNABLE TO LOCATE,4/5/2020 5:02,4/5/2020 5:10,"1316 RHEEM AVE, RICHMOND, CA, 94801",-122.35687,37.949394
,200405244,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 228331
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 203.561 meters",1L4,"1L4, 1L6",2,,No,No,R23,UNABLE TO LOCATE,4/5/2020 21:48,4/5/2020 21:55,"1711 BARRETT AVE, RICHMOND, CA, 94801",-122.353129,37.938747
,200407017,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,NORTH_RICHMOND,99,"Shotspotter ID: 228435
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 239.295 meters",,,0,,No,No,NPA,NO POLICE ACTION,4/7/2020 2:13,4/7/2020 2:17,"51 GERTRUDE AVE, RICHMOND, CA, 94801",-122.3693,37.954205
,200407021,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 228436
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 244.341 meters",1L2,"1L1, 1L2",2,,No,No,R23,UNABLE TO LOCATE,4/7/2020 2:56,4/7/2020 3:22,"203 S 13TH ST, RICHMOND, CA, 94804",-122.357136,37.929249
,200407282,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 228525
Rounds: 5
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 159.732 meters",1L2,"1L13, 1L2",2,,No,No,R23,UNABLE TO LOCATE,4/7/2020 22:54,4/7/2020 23:06,"519 S 17TH ST, RICHMOND, CA, 94804",-122.353373,37.924719
,200407283,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 228526
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 145.561 meters",1K6,"1K6, 1L4",2,,No,No,R23,UNABLE TO LOCATE,4/7/2020 22:56,4/7/2020 23:11,"310 9TH ST, RICHMOND, CA, 94801",-122.361231,37.936221
,200408007,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 228532
Rounds: 1
Source: RichmondCA
Incident Type: Single Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 60.1671 meters",1L4,"1K6, 1L4, S53",3,,No,No,R23,UNABLE TO LOCATE,4/8/2020 1:42,4/8/2020 1:53,"575 20TH ST, RICHMOND, CA, 94801",-122.350716,37.939765
2020-2003574,200411015,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 228650
Rounds: 3
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 158.866 meters",1L2,"1L1, 1L2, 1L4, 1L7, S55",5,,No,No,RTF,REPORT TO FOLLOW,4/11/2020 2:34,4/11/2020 2:55,"271 S 13TH ST, FLORIDA AVE & MAINE AVE, RICHMOND, CA, 94804",-122.357046,37.928393
,200411016,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,6,"Shotspotter ID: 228651
Rounds: 6
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 529.14 meters",,,0,200411015,No,No,,,4/11/2020 2:40,,"314 12TH ST, RICHMOND, CA, 94801",-122.357833,37.936036
,200411029,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,2,"Shotspotter ID: 228654
Rounds: 12
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 430.209 meters",1L1,"1A17, 1L1, 1L2, 1L6, 1L7",5,,No,No,R23,UNABLE TO LOCATE,4/11/2020 3:47,4/11/2020 3:59,"S 3RD ST & MAINE AVE, S 3RD ST & MAINE AVE, RICHMOND, CA, 94804",-122.366967,37.928047
,200411034,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,5,"Shotspotter ID: 228655
Rounds: 4
Source: RichmondCA
Incident Type: Multiple Gunshots
Incident Workflow Status: RVD
Sensor Name: , Distance 247.637 meters",S55,"1L1, 1L7, S55",3,,No,No,R23,UNABLE TO LOCATE,4/11/2020 4:14,4/11/2020 4:23,"1410 KELSEY ST, ALAMO AVE & GERTRUDE AVE, RICHMOND, CA, 94801",-122.364107,37.953553
,200411063,P2,1075 - SHOTS FIRED (JUST OCCURED),,Shotspotter,Dispatch Queue,Cleared,RPD,RICHMOND,4,"Shotspotter ID: 228663
Rounds: 4
Source: RichmondCA
Incident Type: Possible Gunshot
Incident Workflow Status: RVD
Sensor Name: , Distance 263.265 meters",2L4,"2K5, 2L4, 2L6",3,,No,No,R23,UNABLE TO LOCATE,4/11/2020 9:46,4/11/2020 10:31,"1919 PENNSYLVANIA AVE, RICHMOND, CA, 94801",-122.35076,37.942317
